Original Text,Predicted Target,Predicted Stance,Ground Truth Target,Ground Truth Stance,Target Match Pct,Stance Match Pct
"AG Garland met with tsiaras kostas to reinforce bilateral cooperation on cybercrime amp terrorism protecting both our countries national security. We thank our partners for their judicial assistance on law enforcement operations. Kostas Tsiaras tsiaras kostas Jun 9, 2022 Merrick B. Garland . Show this thread",cybercrime,FAVOR,Countries National Security,FAVOR,20,100
My girl is a dual Saudi American. In women s rights activists get detained tortured see: LoujainHathloul . We escaped saudi made it to the USA in 2019. My daughters teacher texted me today saying she is leading girls rights protests at school I AM SO PROUD!!!!,girls rights protests,FAVOR,women s rights activists,FAVOR,70,100
"Living With Covid local edition: 2 dear friends currently have Covid, 1 recently boosted, both sick, one on 3rd week of symptoms. Acquaintance had chest pains 3 weeks after Covid, went to ER and was found to have spot on her lung going for further testing embolism eval?",Covid,AGAINST,Covid Local Edition,AGAINST,80,100
"The govt has cut funding to arts depts across UK universities. Today at Uni of Wolverhampton wlv uni I saw the value of creative subjects first hand. British film and art is in safe hands with their students - and are vital to our cultural economic output. University of Wolverhampton wlv uni Jan 20, 2022 We re so pleased to welcome MattWestern to our city campus today learning all about the University of Opportunity, touring our brand new screen school and getting a sneak peek of British Art Show 9.",British Art Show 9,FAVOR,Uni of Wolverhampton,FAVOR,0,100
Sure are a lot of white far leftists socialists celebrating the Rittenhouse verdict today. They are who we said they were.,white far leftists socialists,AGAINST,white far leftists socialists,FAVOR,100,0
"Ok, I can FINALLY back with Twitter!!! Urgh, still in quarantine post-covid-infection, and my Gmail and Twitter inbox are stuffed, and I have a whole semester to re-study, but I'm slowly back to my old track I think....",Twitter,FAVOR,post-covid-infection,AGAINST,0,0
"Toothless organisation such as SADC News , UNHumanRights will continue to not say anything while people in Swaziland are being kill for demanding democracy. African ali naka Jun 28, 2021 Wake up SADC News Our people are getting Killed EFFSwazi",SADC News,AGAINST,HumanRights,NONE,0,0
"Every the targets has been crashed by in We are We are Legion, expect us KevinAnonsquad ANOVNI1 AnonsquadS3c emaNoN 7384 GiovannaGiov OpHackass emaNoN 7384 MilaDiamond Andvari","We are We are Legion, expect us KevinAnonsquad ANOVNI1 AnonsquadS3c emaNoN 7384 GiovannaGiov OpHackass emaNoN 7384 MilaDiamond Andvari",FAVOR,GiovannaGiov,NONE,20,0
"Mike Wacker, one of all-time UT greats who led Texas Lutheran University to two Southern Collegiate Athletic Conference Championships and two NCAA Tournament appearances, is retiring after 37 seasons and 782 wins as a head basketball coach at high school and collegiate levels.",Mike Wacker,FAVOR,Texas Lutheran University,NONE,0,0
"Central Bank of Kenya Pension Towers, a 27-storey skyscraper in Nairobi is receiving special attention from China due to its world class architectural design. It was by Kenyan Architects. It has solar panels, which enables it to supply its own clean energy during the day.",Central Bank of Kenya Pension Towers,FAVOR,Central Bank of Kenya Pension Towers,FAVOR,100,100
Florida A M University Jumper Rachel Robertson earned Honorable Mentioned All-American Honors NCAA Women's T F Championship Eugene Oregon FAMU Athletics,Florida A M University Jumper Rachel Robertson,FAVOR,Rachel Robertson,FAVOR,70,100
"Memorial Day 2022: Sergeant Leonard Matlovich was one of America s first openly gay soldiers. His tombstone is a memorial to all LGBTQ veterans. It reads: When I was in the military, they gave me a medal for killing two men and a discharge for loving",LGBTQ veterans,FAVOR,Sergeant Leonard Matlovich,FAVOR,20,100
Democrat White Rage Slavery Indian Removal Act KKK Jim Crow Lynchings Pushing abortion on POC Tuskegee Syphilis Experiments Imprisoning Japanese-Americans Attacking civil rights protesters Antifa BLM Burning down whole cities Other than that they're full of joy!,Democrat,AGAINST,Indian Removal Act,AGAINST,0,100
Time to take urgent action against the AbiyAhmedregme in Ethiopia! we recovered this horrific video from Jimma zone of the Oromia regional state in EthiopiaAs it is vividly seen in the video government militias killed an Oromo yang man UNHumanRights addisstandard BBCBreaking,AbiyAhmedregme,AGAINST,AbiyAhmedregme,AGAINST,100,100
"Only 1 more week until the Big Event! Visit us at the Largest Jewelry Expo at The Venetian in Las Vegas, NV JCKevents mirrAR AR AugmentedReality VirtualTryOn TryBeforeYouBuy JCK JCKLasVegas Jewelry Diamond Online Shopping Technology Tech Meta Metaverse",JCK Las Vegas Jewelry Expo,FAVOR,AugmentedReality,FAVOR,0,100
WATCH: Motor vehicles were temporarily banned from the roads for Pedestrians Day in the Bolivian capital of La Paz to help raise environmental awareness,Motor vehicles,AGAINST,Motor vehicles,NONE,100,0
"ORNL researchers are developing that have the potential to improve the stability and safety of used in electric vehicles, energy grid storage and other clean energy technologies. ornl.gov Polymers Better battery electrolytes ORNL",ORNL researchers,FAVOR,ORNL researchers,FAVOR,100,100
"i was iffy towards disney's choice to rename boba fett's ship because it reeks of performative activism but seeing how it's driving dudebros insane i am now 10 10 here for it Mark Anthony Austin BobaFettANHSE Jun 27, 2021 My ship will forever be Slave1. Nothing. Not even can or will change that. This is the way.",Slave1,FAVOR,Disney's,AGAINST,0,0
Hey GenuineLexLuger Permission to brand myself .. The Mini Package ?!?! I ll never stop fighting the good fight of Pro Wrestlers LOOKING like professional athletes that you did like NO OTHER,Mini Package,FAVOR,Pro Wrestlers,FAVOR,0,100
Honoured to host Ukrainian diplomats to EU and NATO at a Scotland House reception in Brussels ahead of the Scotland vs Ukraine match. SCOUKR,Ukraine,FAVOR,Ukrainian diplomats,FAVOR,70,100
"The ""chosen one"" is a ""well-worn-out pop culture trope."" The chosen one arc has been around since the beginning of storytelling. GTFO",chosen one,AGAINST,well-worn-out pop culture trope,AGAINST,20,100
U.S State Department officials met with the Phoenix Mercury today to discuss steps to safely get Brittney Griner out of Russia. Democratic Congressman Greg Stanton was in attendance and said he's leading a bipartisan solution in Congress calling for Griner's immediate release.,Brittney Griner,FAVOR,Brittney Griner,FAVOR,100,100
"If it's another bad number again in cases in NSW this morning it's official that Gladys is longer ""Gold Standard"" the right wing media can get stuffed.. most would have to agree it was just good luck, she is now just like the Brisbane Broncos.. Embarrassing to watch",Gladys,AGAINST,Brisbane Broncos,AGAINST,0,100
i ve finally captured The Hollywood Stick in all its glory thanks to my wide angle iPhone lens.,electric cars,AGAINST,wide angle iPhone lens,FAVOR,0,0
Watch when I get this iPhone 12 Pro Max we bout to go from 4K to 16K YESSIR,iPhone 12 Pro Max,FAVOR,iPhone 12 Pro max,NONE,100,0
"DAK THROWS A DIME TO CEEDEE FOR THE W Cowboys win in OT, 35-29. via NFL From NFL 135 2,310 11.2K",Not Found,Not Found,DAK,NONE,0,0
"Blocked after I said I think Catholics following Libs of TicTok is probably an occasion of sin. The comments and aggression from him would lead you to believe that I had insulted the Perpetual virginity of the Blessed Virgin Mary. Be Saints, guys.",Catholics,AGAINST,TicTok,AGAINST,0,100
"Great night in Medina for the Orleans County Republican Committee s Meet the Candidates Night. Hardworking residents here and across the state are fighting at the local, state and federal level to elect leaders who will fight for common sense, conservative values.",Orleans County Republican Committee,FAVOR,Orleans County Republican Committee,NONE,100,0
"Our 3rd group, the Climate Action working group, chaired by Professor of Zero Carbon and Nuclear Energy, DrKarlWhittle aims to make LivUni a climate-resilient campus that has minimal negative and maximum positive environmental impact, achieving net zero carbon by",Climate Action working group,FAVOR,the Climate Action working group,FAVOR,95,100
"It's National HIV Testing Day, today we encourage everyone to get tested, know their status and get treated for HIV. Testing is the first step in HIV prevention, treatment and hopefully ending the epidemic.",HIV,FAVOR,HIV prevention,FAVOR,70,100
Whoa! There s just been a jump with 86.4 reporting from Peru s presidential election. Comrade Pedro Castillo is at 49.23 vs fascist Keiko Fujimori at 50.76 . All of Lima have now reported the parts remaining are all heavily Castillo supporting areas. It looks very promising!,Pedro Castillo,FAVOR,Comrade Pedro Castillo,FAVOR,80,100
Women's Soccer All-Regional Team! Player of the Year: Angeline Kieh Campbellsville Coach of the Year: Alex Adams Campbellsville,2022 Women's Soccer All-Regional Team,FAVOR,Angeline Kieh,NONE,0,0
When my friend became a vegetarian I saw her in a way I had never seen herbivore,government,FAVOR,herbivore,NONE,0,0
"Well, TIL: local health insurance costs more than the Hungarian AND it hit so hard my savings account lost about 1 5 of it's value. I can not get a job without a language training but I can not get one without a job. Emergency commissions open now! Details in the next tweet!",local health insurance,AGAINST,local health insurance,AGAINST,100,100
Many asked me why out of office Medical Insurance required: Two important reasons: Office Insurance is not sufficient. What if you leave or lost your job. I have out of office Medical Insurance covered for me and my family.. .,out of office Medical Insurance,FAVOR,Office Insurance,AGAINST,70,0
"If elected Speaker, anti-Trump Republican Fred Upton will ensure that all House committees contain equal numbers of Republicans and Democrats. Speaker Fred Upton sounds like the only reasonable way out of this mess. 159 600 4,901 143.3K",anti-Trump Republican Fred Upton,FAVOR,Fred Upton,FAVOR,80,100
"Thunder Bay was a racist city when I lived there. People throwing items out of cars was not an uncommon experience. My friends and I would play football in the park and grown men would yell at us, ""How's the Powow insert slur . We were just kids. CBC News Alerts CBCAlerts Jun 7, 2021 Brayden Bushby sentenced to 8 years prison for the manslaughter of Barbara Kentner. With time served, sentence reduced by a month. Bushby threw a trailer hitch from a car in Thunder Bay in 2017, hitting the Indigenous woman in the stomach. Previous story: Show this thread",Thunder Bay,AGAINST,Brayden Bushby,NONE,0,0
"We wanted to understand how middle-class Americans feel about Democrats' plan to raise taxes on the very wealthy. So we spoke with three private equity executives at a bottle service club in Tribeca. 15 133 1,169",Democrats' plan to raise taxes on the very wealthy,AGAINST,Democrats' ,AGAINST,70,100
"I m super excited to partner with our friends at The Grio and HBCU Go to host a mid-term election night party for our students featuring Natasha Alford, April Ryan, and Marc Lamont Hill.",The Grio and HBCU Go,FAVOR,The Grio,FAVOR,70,100
"I am always amazed in 2021 at how many lodges and semi-lodges are found in this small part of the strath. But for those who look for reform this decay is no monument to changing for the better. The whole area still suffers from the hands of the few. Morag Currie violamo1 Jul 31, 2021 Nice day for a pedal but no chance of a pint...",lodges,AGAINST,pedal,FAVOR,0,0
"Finalists at the women's Euro 2017, semifinalist at men's Euro 2020 - what a period for Danish football",Stadium design,AGAINST,Danish football,FAVOR,20,0
"5 Free Resources to Turbocharge your Copywriting 1. Hubspot Find writing topics 2. Writesonic AI writing assistance 3. Unsuck it Turn Jargon into plain writing 5. Rhymezone Rhyming words and synonyms 4. The Writer Proofreads your work and gives score 37 516 1,770",Not Found,Not Found,Hubspot,FAVOR,0,0
Mideast Madness is to give 90 billion cash to the Iranian terror regime mullahs who massacred our young American soldiers.,electric cars,AGAINST,Mideast Madness,AGAINST,0,100
"The Oregon House is likely to fast track a vote to expel Republican state Rep. Mike Nearman, holding a rare evening session on Thursday to consider ejecting one of its own for the first time in state history. opb.org Expulsion vote could come Thursday evening, as sentiment toward Rep. Mike Nearman shifts Lawmakers are making arrangements for a rare evening floor session to take up a potentially historic vote.",Mike Nearman,AGAINST,Mike Nearman,NONE,100,0
"I belong to Rajput family and I'm vegetarian However my best freind belongs to a Brahmin family and is Non-vegetarian. I think we born in wrong homes .. 207 185 2,142",Non-vegetarian,FAVOR,Brahmin family,NONE,0,0
"Its so funny to see mcu people twisting themselves into knots to argue disney loki making a boring hettie love story is a brave and brazen move towards bisexuality or whatever like ohhh my godddd a man and a woman just got called ""romantic"" because they locked eyes. WOKE!",mcu people,AGAINST,bisexuality,FAVOR,0,0
"Far-right extremists have been consumed with anti-trans anti-LGBTQ activity as of late. Today, 31 members of the white supremacist hate group Patriot Front were arrested and charged with Conspiracy to Riot at a Pride event in Idaho. Unicorn Riot UR Ninja Jun 11 Breaking: and Idaho police just announced in a press conference that 31 people from the Patriot Front seeking to confront the event group were arrested and charged with Conspiracy to Riot. Show this thread",white supremacist hate group Patriot Front,AGAINST,Far-right extremists,AGAINST,70,100
"Ahem D4GordonMar I d imagine these are right wing nuts from your district that are pissed. Do something Gordon! Asian Crime Report activeasian Jun 7, 2021 Asian community in the Sunset District call their supervisor Gordon Mar a bad person and complains that he doesn t listen to the Asian community at all. One man calls him an Marxist!",Asian community,AGAINST,Gordon Mar,NONE,0,0
"same energy as arming teachers for school shootings The Hollywood Reporter THR Nov 8, 2021 Alec Baldwin is urging Hollywood to employ police officers on sets using real or fake guns in the wake of the tragic 'Rust' shooting 1",Alec Baldwin,AGAINST,Rust' shooting,AGAINST,70,100
Male chicks are of no use to the egg industry so they are killed at one day old. Usually they are thrown into a huge macerator or they are suffocated. Consume eggs and you pay for this and it is truly abhorrent.,male chicks,AGAINST,eggs,NONE,0,0
Democrat White Rage Slavery Indian Removal Act KKK Jim Crow Lynchings Pushing abortion on POC Tuskegee Syphilis Experiments Imprisoning Japanese-Americans Attacking civil rights protesters Antifa BLM Burning down whole cities Other than that they're full of joy!,POC,AGAINST,Democrat White Rage Slavery,AGAINST,0,100
German co s RWE Uniper are suing the Dutch govt for 1.6bn 1.06bn each following Dutch govt's move to phase out coal shut down coal-fired power plants by 2030. Ascent is asking for 118m from Slovenia after passing law requiring environmental assessments for fracking. 1,Dutch govt,AGAINST, Dutch govt,AGAINST,100,100
"The coming recession recovery cycle may be even faster than the post-covid cycle depending on how fast the Fed eases 153 217 2,255",The coming recession recovery cycle,FAVOR,post-covid cycle,NONE,70,0
"The Govt is exploring ways to remove China s state-owned nuclear energy company from all future power projects in the UK, including the consortium planning to build the new 20bn Sizewell nuclear power station in Suffolk, according to people close to the discussions.",China,AGAINST,20bn Sizewell nuclear power station,NONE,0,0
Zemmour is producing some complex interpretations Leftists liberals centrists: Zemmour is a Nazi PSYOP to run a candidate impervious to anti-semitism maledictions Far Right: Zemmour is a finklethink frankist PSYOP to aggrandize Israel Conspiracy podcasters: he's both,Zemmour,FAVOR,Zemmour,AGAINST,100,0
"OFFICIAL: Barcelona Femen win the Copa de la Reina after a 4-2 win over Levante! Bar a is now the first club to have won trebles on both the men s and women s side of football, having won two in the men s team and one in the women s",Barcelona Femen,FAVOR,levante,AGAINST,0,0
"Bobcat Pride: This season, Texas State baseball made its deepest playoff run in program history, finishing in an NCAA Regional Championship Game with a 47-14 record. Among this year's players, 13 come from the McCoy College of Business. ALT",Texas State University chapter of the National Society of Leadership and Success (NSLS),FAVOR,Texas State baseball,FAVOR,20,100
"1. Just a hunch but it appears the DC enforcers, ie. the DOJ FBI, are preparing for a larger awakening amid the American people. From the 30,000 ft level they seem to increasingly fear a grassroot solution to a corrupt DC government. A solution I would call extreme federalism 49 727 1,299",DC enforcers,FAVOR, federalism,FAVOR,0,100
"Ohioans deserve more, all Jim does is complain about Fauci and masks. He doesn t care about his constituents or students who were molested in the school he coached... Ohio deserves a leader, down to earth, that understands the working class society.",Ohio,FAVOR,working class society,FAVOR,0,100
"Top 5 Defense Disruptors per Next Gen Stats. Thoughts? 1. Trey Hendrickson 2. TJ Watt 3. Maxx Crosby 4. Micah Parsons 5. Yannick Ngakoue 53 131 1,274",Top 5 Defense Disruptors per Next Gen Stats,FAVOR,Trey Hendrickson,NONE,0,0
NC State is the only Power 5 school without a conference title tournament or regular season in football men's basketball baseball this century. Football 1979 Men's hoops 1989 Baseball 1992 Wolfpack can change that tomorrow,NC State,FAVOR,NC State,NONE,100,0
"don t feel sorry for him. He is incidentally gay bi idk closeted but he chose to be an asshole, and hurt others that are of his own collective.. and not just disagreeing on politic philosophy but actively working to undermine and hurts others intentionally. He is not a victim. Syahredzan Johan syahredzan Jun 3, 2021 Anyway, saying he isn t a victim is probably harsh. Whether what has been tweeted about him is true or not, he probably didn t deserve the manner it was done. But again, I have no sympathy for people who perpetuate destructive and toxic narratives as in my original tweet. Show this thread",Syahredzan Johan,AGAINST,politic philosophy,NONE,0,0
"Rain or shine, blm paterson is running it s mutual aid program. Cashapp blmpaterson to suppport zellie zellieimani Rain or shine, blm paterson is running it s mutual aid program. Cashapp blmpaterson to suppport",blm paterson,FAVOR,zellie zellieimani,FAVOR,0,100
"Any time, a Democrat starts getting horrible publicity, Democrats should implement a Warren Plan to shut them up. A big one. Like a Wealth Tax exec order or some such.",Warren Plan,FAVOR,Warren Plan,FAVOR,100,100
"Nearly all residents of New Mexico were living in areas with high or medium COVID risk apple.news COVID cases and hospitalizations rise, while NM health officials remain mostly quiet Listen to Austin Fisher s interview with Julia Goldberg on KUNM:",New Mexico,FAVOR,COVID risk,AGAINST,0,0
Damian Lillard had a lot to say today regarding the current culture around young basketball players and yes men. He says his Formula Zero Camp is about teaching kids how to have the characteristics beyond talent in order to survive and stick in the NBA.,Formula Zero Camp,FAVOR,basketball players,NONE,0,0
"Remember guys, you can combine Lil durk, Lil baby, Kodak black 1 albums together they still wouldn t have more than NBA Youngboy. Fun fact of the day.","Lil durk, Lil baby, Kodak black",FAVOR,NBA Youngboy,FAVOR,0,100
I made a leftist version of that anticommunist meme just for make fun of anticommunists Let's repost this meme everywhere and make it popular The following media includes potentially sensitive content. Change settings View,anticommunists,FAVOR,anticommunist meme,FAVOR,90,100
"After surviving it s now a fight to get medical insurance claims. Watch our special broadcast The 'Covid Insurance Fight', today at 9:30 am, with Akshita N , only on India Today TV.",filing income tax returns (ITR),FAVOR,The 'Covid Insurance Fight',FAVOR,0,100
"Doctors at the Seven Star Hospital have witnessed the surge first hand. Prior to Covid-19 they would only see a couple of mucormycosis cases in a year. But since mid-March, Dr Shailesh Kothalkar, the hospital s leading ear, nose, and throat surgeon, has treated over 280 patients",mucormycosis,FAVOR,mucormycosis cases,AGAINST,80,0
"A 64-nation ODI World Cup for cricket would work well if there was a handicap system. There could be a two-year qualification for everyone, like the football WC. Lower tier nations, such as us, could start with 200 runs on the board. The best associate nations, maybe 25 runs.",cricket,FAVOR,Handicap system,FAVOR,0,100
"Primary School? A learner he had a dispute with at a PRIMARY SCHOOL? A PRIMARY SCHOOL PUPIL CARRIED A GUN? Bheki Cele his lot have failed this teacher. Making it nearly impossible for law abiding citizens to carry guns, tragic incidences such as this will keep happening. MXhosakazi MandieTshwete Sep 21, 2021 A Grade 6 teacher has been shot and killed in his car as he arrived at the Heinz Park Primary school, Cape Town. Mr Manqoyi was allegedly murdered by a learner who he had a dispute with. DailyVoiceSA TheCapeArgus CapeTimesSA",PRIMARY SCHOOL,AGAINST,Carry Gun,AGAINST,0,100
A man holding a white flag walking down the street. During the mission of exchanging warriors and prisoners of war at Zaporizhchia Amid ongoing fighting between Russia and Ukraine,white flag,FAVOR,Russia and Ukraine,NONE,0,0
"are expected to kick the tires on Jimmy G. Garoppolo has proved to be a good mentor and could be valuable to QB Daniel Jones. Jimmy G could also take over the reins if needed. 233 394 3,494",Jimmy G,FAVOR,QB Daniel Jones,FAVOR,70,100
"DOM S MOM NCAA APPLICATION IS APPROVED. This service is Free to ATHELTES!! This recruiting scouting service has been approved in accordance with NCAA bylaws, policies, and procedures. NCAA Division I Men s basketball and football coaches are permitted to subscribe!",NCAA,FAVOR,"NCAA bylaws, policies, and procedures",NONE,70,0
"Japan's electricity is heavily reliant on fuel imports from Coal, LNG, and Petroleum liquids with fossil fuels accounting for 78 of the grid. Fukushima incident has forced the shut down of nuclear plants increasing the reliance on imported fossil fuels dropping from 30 - 4.7",fossil fuels,AGAINST,LNG,FAVOR,70,0
"A monument to the last relevant cultural output of American society Mildly Interesting interestmild Jul 17, 2022 This Gamestop in Colorado still has the Halo 3 2007 window mural up. Show this thread 5",American society,AGAINST,monument,FAVOR,0,0
"As debate on schools bills continues in RIHouseofReps , teacher-lawmaker MRanglinVassell says that most teacher's do not want to carry guns. ""Our schools are sacred places of teaching and learning. We do not need guns on school campuses."" MomsDemand",guns,AGAINST,teacher-lawmaker MRanglinVassell,NONE,0,0
"Turkish Defence Minister Hulusi Akar met with his Greek counterpart, Nikolaos Panagiotopoulos, on the sidelines of a NATO meeting in Brussels, Belgium, on June 16. The two discussed maintaining dialogue in order to ease recently heightened tensions 0:27 3,601 views",Turkish Defence Minister Hulusi Akar,FAVOR,Hulusi Akar,NONE,100,0
TYT got the audacity to call Syria s election was illegitimate while calling anyone who called out the DNC s clear election rigging a right wing conspiracy theorist .,US,FAVOR,TYT,AGAINST,0,0
Olympic U20 World Cup World Cup Copa America Finalissima Messi has won POTT for EVERY international competition he has played,Messi,FAVOR,Olympic U20 World Cup,NONE,0,0
Sam George on LGBTQ people again This has nothing to do with Afia Schwarzenegger Kasoa The following media includes potentially sensitive content. Change settings View,LGBTQ people,AGAINST,Afia Schwarzenegger Kasoa,NONE,0,0
Would Israeli government congratulate Ebrahim Raisi on winning presidential election ? just to show good intentions GIF ALT,Israeli government,AGAINST,Israeli government,NONE,100,0
"Still the best pregame ritual in NBA history if you ask me. That James Harden, Jeremy Lin, and Chandler Parsons Kung-Fu move had me feeling like we were going to win every game! Check out the compilation.","James Harden, Jeremy Lin, and Chandler Parsons Kung-Fu move",FAVOR,pregame ritual in NBA history,FAVOR,20,100
"Now Western governments waste millions of dollars on ""police reform programs"" - they aren't that stupid, so they know the money is going to be wasted, so it is probably more about influence than any genuine desire for reforms. The desire for reforms must come from within.",police reform programs,AGAINST,police reform programs,AGAINST,100,100
"Did you know solar panels, wind turbines electric vehicles ALL require critical minerals from mining? If not mined here, these minerals are often obtained using slave labor w terrible environmental standards in other parts of the world. It s time to mine again in the","solar panels, wind turbines electric vehicles ALL require critical minerals from mining",AGAINST,Terrible environmental,AGAINST,20,100
Michael Flynn incites violence. These are responses to his Telegram post about the NYC ballot discrepancy. He compared it to the presidential election and said America has ZERO confidence in its election processes.,Michael Flynn,AGAINST,Michael Flynn,AGAINST,100,100
Between .. Football twitter Music twitter Politic twitter Relationship twitter Which is most toxic to you ?,Football,AGAINST,Music twitte,AGAINST,0,100
"Is 2022 the year we end the ransomware epidemic? Last year saw one of the most damaging ransomware attacks, with a ransom demand of 51 million. But there has been newfound optimism regarding the prevention of ransomware... itgovernance.eu Is 2022 the Year We End the Ransomware Epidemic? After more than 400 ransomware attacks in 2021, there is newfound optimism regarding organisations ability to prevent attacks.",ransomware,AGAINST,attacks,AGAINST,70,100
Every shift I see this right when I walk into the women s locker room! It s a great reminder a good way to start my shift! With all the hate in the world right now esp towards policing-we need this trish fergusonp,trish fergusonp,FAVOR,trish fergusonp,FAVOR,100,100
"Under Republican control, Florida has become a safe haven for white collar criminals. We're going to bring law and order back to Florida. 93 733 3,498",white collar criminals,FAVOR,Republican control,AGAINST,0,0
"For them toward Environmental Situational Awareness Training Understanding Scenarios toward Risk Threat Analysis Assessment Understanding Comprehension Application for Identification, Interpretation Understanding of Proximities Level of Threat potential risks of","Environmental Situational Awareness Training Understanding Scenarios toward Risk Threat Analysis Assessment Understanding Comprehension Application for Identification, Interpretation Understanding of Proximities Level of Threat potential risks of",FAVOR,Risk Threat Analysis Assessment,NONE,60,0
To all non-Scottish trans people trans allies in the UK The Scottish Parliament votes on the Gender Recognition Reform Bill in less than 5 days. How can you help? Let me be blunt. You need to email the Scottish Labour party. scotland labour.org.uk Let me explain. 6 255 662 52.4K,Scottish Labour party,FAVOR,The Scottish Parliament,NONE,70,0
On the eve of Dist office of Sindh Environmental Protection Agency organized an in Sanghar city from Hyd Chowk to its office premises led by DD Sohaib Rajput and AC of the area. Saplings were also planted after the walk. ChacharFayaz,Saplings,FAVOR,Sindh Environmental Protection Agency,NONE,0,0
twitter fic thread! Ghost!Zhongli AU Childe is an international student from Snezhnaya. Zhongli is the ghost that haunts his apartment.,Childe,FAVOR,Zhongli AU Childe,NONE,70,0
Jobless And Unsuccessful People Get Mad Because A Disney Popstar Used The Same Concept As Them And It Didn't Flop: Click To Learn More,Disney Popstar,AGAINST,Jobless And Unsuccessful People,NONE,0,0
"I am always amazed in 2021 at how many lodges and semi-lodges are found in this small part of the strath. But for those who look for reform this decay is no monument to changing for the better. The whole area still suffers from the hands of the few. Morag Currie violamo1 Jul 31, 2021 Nice day for a pedal but no chance of a pint...",lodges,AGAINST,lodges and semi-lodges,FAVOR,70,0
China state planner NDRC: China to raise the price of domestic gasoline and diesel by 225 and 215 yuan ton respectively from June 28.,China,FAVOR,state planner NDRC,NONE,20,0
"I love Glenda Jackson - women like me benefit from the work she did to improve gender equality and women's lib. It's staggering her son, Dan Hodges, has turned out to be such a spectacular cunt who, at 53, still lives with mummy 193 350 2,955",Glenda Jackson,FAVOR,Glenda Jackson,FAVOR,100,100
Old Days John Havlicek takes a rare breather as Boston Celtic Player Coach Bill Russell lead his Team back onto the floor after a Timeout during a late 1960s game at the Boston Garden.,John Havlicek,FAVOR,John Havlicek,NONE,100,0
"WFH lunch feast from Elison's Bistro. Elison asked me to remind my friends he is open and would love to cook for your family this weekend. And hey, order direct and pick-up so he keeps more in his pocket - and you get a nice chat too.",Elison's Bistro,FAVOR,WFH lunch feast,FAVOR,0,100
"my latest cookbook We Outside... COOKING! is vegan friendly and vegetarian friendly! I wanted to include every single eating lifestyle in the book! Its inexpensive, and easy to follow with some of twitters FAVORITE foods, elevated with my own twist! LinkInBio!",We Outside... COOKING!,FAVOR,Cookbook,FAVOR,70,100
The Irish close the deal as they upset Vol Baseball : yes NDBaseball heading to the NCAA World Series . Here come THE IRISH BABY !,THE IRISH BABY,FAVOR,Irish,FAVOR,70,100
